ProjectID,OrganizationID,ProjectName,ProjectCommonName,OperatingStartDate,OperatingEndDate,ContinuumProject,ProjectType,HousingType,RRHSubType,ResidentialAffiliation,TargetPopulation,HOPWAMedAssistedLivingFac,PITCount,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
"57","42","Clinton - Clinton County Services - Clinton Co Homeless Shelter - ES","Clinton County Homeless Shelter",2005-05-03,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 15:52:40,"30",,"42412"
"244","42","Clinton - Clinton County Services for the Homeless - HCRP RRH","Clinton County Services HCRP RRH",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:50:21,"30",,"42412"
"245","42","Clinton - Clinton County Services for the Homeless - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:29:16,"227",,"42412"
"1073","42","zzClinton - Clinton County Services for the Homeless - ESG-CV HP","Clinton County Services ESG-CV HP",2020-06-23,2022-07-21,1,12,,,,4,2,,2021-07-11 19:05:18,2023-10-25 16:55:59,"227",,"42412"
"1074","42","zzClinton - Clinton County Services for the Homeless - ESG-CV RRH","Clinton County Services for the Homeless ESG-CV RR",2020-10-01,2022-11-07,1,13,3,2,,4,2,,2021-07-11 19:15:23,2023-10-25 16:58:26,"227",,"42412"
"58","43","Allen - Lima Samaritan House - ES","Allen Samaritan House",2005-05-03,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-08-19 12:05:43,"577",,"42412"
"99","44","Marion - Marion Shelter Program - Mens Womens and Family Shelter - ES","Marion Emergency Shelter",2007-04-20,,1,0,2,,,4,2,,2021-06-01 00:00:00,2023-10-01 15:54:44,"30",,"42412"
"56","45","Licking - Salvation Army Licking County - ES","Licking The Salvation Army ES",2005-05-02,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-12-18 13:15:24,"27",,"42412"
"60","46","Muskingum - Salvation Army of Zanesville - ES","Muskingum Zanesville Salvation Army ES",2005-05-05,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-04 15:04:25,"30",,"42412"
"199","46","Muskingum - Salvation Army of Zanesville - HCRP RRH","Muskingum - Salvation Army - HCRP RRH",2012-12-14,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:11:22,"424",,"42412"
"200","46","Muskingum - Salvation Army of Zanesville - HCRP HP","",2012-12-14,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:30:38,"227",,"42412"
"903","46","zzMuskingum - Salvation Army of Zanesville - TANF RRH","",2020-10-01,2022-07-31,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 13:13:08,"424",,"42412"
"980","46","zzMuskingum - Salvation Army of Zanesville - ESG-CV - RRH","",2020-10-01,2022-12-13,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-10 13:35:21,"227",,"42412"
"430","48","Lake - Extended Housing, Inc. - PATH Street Outreach","",2014-12-17,,1,4,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:12:33,"27",,"42412"
"433","48","Lake - Extended Housing, Inc. - PATH Services Only","",2014-12-17,,1,6,,,0,4,2,,2021-06-01 00:00:00,2023-10-01 12:31:33,"227",,"42412"
"65","49","Lake - Ecumenical Shelter Network - Project Hope for the Homeless - ES","Lake Project Hope for the Homeless",2005-05-09,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:07:05,"30",,"42412"
"607","49","Lake - Ecumenical Shelter Network - Senior Hope House - TH","",2019-05-06,,1,2,1,,,4,2,,2021-06-01 00:00:00,2024-08-21 16:02:12,"30",,"42412"
"766","49","Lake - Ecumenical Shelter Network - Project Hope for the Homeless - ES Overflow","",2020-04-28,,1,0,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:07:34,"30",,"42412"
"83","50","Coshocton - KnoHoCo Ashland CAC - ES","Coshocton Emergency Shelter",2005-08-18,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:08:50,"30",,"42412"
"281","50","Holmes - Knohoco Ashland CAC - HCRP RRH","",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 13:47:17,"424",,"42412"
"282","50","Holmes - Knohoco Ashland CAC - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:32:29,"227",,"42412"
"283","50","Coshocton - Knohoco Ashland CAC - HCRP RRH","",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:01:10,"424",,"42412"
"284","50","Coshocton - Knohoco Ashland CAC - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:32:49,"227",,"42412"
"285","50","Knox - Knohoco Ashland CAC - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:33:12,"227",,"42412"
"286","50","Knox - Knohoco Ashland CAC - HCRP RRH","Knox HCRP - RRH",2013-01-01,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 13:46:35,"424",,"42412"
"720","50","Coshocton - Knohoco Ashland CAC - Region 9 RRH","",2019-12-01,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 13:54:36,"30",,"42412"
"739","50","zzCoshocton - Knohoco Ashland CAC - Targeted RRH","",2020-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-29 15:59:25,"424",,"42412"
"740","50","zzHolmes - Knohoco Ashland CAC - Targeted RRH","",2020-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-29 16:00:41,"424",,"42412"
"741","50","zzKnox - Knohoco Ashland CAC - Targeted RRH","",2020-01-01,2022-02-28,1,13,3,2,,4,2,,2021-06-01 00:00:00,2022-12-01 10:57:40,"424",,"42412"
"774","50","zzCoshocton - KnoHoCo Ashland CAC - ES Overflow","",2020-03-09,2023-09-30,1,0,3,,,4,2,,2021-06-01 00:00:00,2024-04-23 10:58:26,"424",,"42412"
"907","50","zzCoshocton - Knohoco Ashland CAC - TANF RRH","",2020-10-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 09:56:50,"424",,"42412"
"908","50","zzHolmes - Knohoco Ashland CAC - TANF RRH","",2020-10-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:01:20,"424",,"42412"
"909","50","zzKnox - Knohoco Ashland CAC - TANF RRH","",2020-10-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:09:41,"424",,"42412"
"910","50","zzCoshocton - Knohoco Ashland CAC - TANF HP","",2020-09-08,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 09:55:50,"424",,"42412"
"911","50","zzHolmes - Knohoco Ashland CAC - TANF HP","",2020-09-08,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 10:00:35,"424",,"42412"
"912","50","zzKnox - Knohoco Ashland CAC - TANF HP","",2020-09-08,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 10:08:54,"424",,"42412"
"913","50","zzCoshocton - Knohoco Ashland CAC - ESG-CV RRH","",2020-10-01,2023-02-01,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-16 09:56:31,"27",,"42412"
"914","50","zzHolmes - Knohoco Ashland CAC - ESG-CV RRH","",2020-10-01,2023-03-01,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-16 10:00:50,"27",,"42412"
"915","50","zzKnox - Knohoco Ashland CAC - ESG-CV RRH","",2020-10-01,2023-02-01,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-23 12:25:32,"30",,"42412"
"916","50","zzCoshocton - Knohoco Ashland CAC - ESG-CV HP","",2020-06-23,2022-10-05,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-23 12:26:34,"30",,"42412"
"917","50","zzHolmes - Knohoco Ashland CAC - ESG-CV HP","",2020-06-23,2022-10-05,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-16 11:21:17,"27",,"42412"
"918","50","zzKnox - Knohoco Ashland CAC - ESG-CV HP","",2020-06-23,2022-09-08,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-16 10:12:27,"27",,"42412"
"1163","50","Knox - Knohoco Ashland CAC - Knox County TRA - PSH","",2006-12-28,,1,3,3,,,4,2,,2022-09-22 11:17:45,2024-04-08 14:02:45,"424",,"42412"
"69","51","Adams - Adams County Shelter for the Homeless - ES","Adams County Shelter",2005-05-24,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:09:59,"30",,"42412"
"531","51","Adams - Adams County Shelter for the Homeless - HCRP - RRH","Adams HCRP RRH",2018-01-01,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 15:07:03,"30",,"42412"
"532","51","Adams - Adams County Shelter for the Homeless - HCRP - HP","",2018-01-01,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:54:16,"227",,"42412"
"723","51","zzAdams - Adams County Shelter for the Homeless - Targeted RRH","",2020-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 08:59:39,"424",,"42412"
"79","52","Trumbull - Urban League - Amos Christy House - ES","Trumbull Christy House",2005-06-30,,1,0,2,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:10:35,"30",,"42412"
"1218","52","Trumbull - Urban League - A Safe Space - ODH SSO","",2023-07-01,,1,6,,,0,4,2,,2024-02-07 09:55:57,2024-03-19 11:15:24,"227",,"42412"
"67","53","Champaign - Caring Kitchen - ES","Champaign Caring Kitchen",2005-05-16,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-05-16 15:52:26,"287",,"42412"
"764","53","zzChampaign - Caring Kitchen - ES Overflow","",2020-04-02,2023-09-30,1,0,3,,,4,2,,2021-06-01 00:00:00,2024-04-23 10:56:55,"424",,"42412"
"66","54","Warren - Safe on Main - ES - DV","Safe on Main Crisis Shelter",2005-05-11,,1,0,1,,,1,2,,2021-06-01 00:00:00,2023-11-13 10:59:22,"27",,"42412"
"70","55","Warren - FPWC - ES","",2005-05-27,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:13:28,"30",,"42412"
"227","55","Warren - FPWC - HCRP RRH","",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 14:28:36,"424",,"42412"
"534","55","Warren - FPWC - ES Overflow","",2018-01-22,,1,0,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:13:50,"30",,"42412"
"603","55","zzWarren - FPWC - Youth Targeted RRH","",2019-01-01,2021-12-31,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-29 15:29:43,"424",,"42412"
"753","55","zzWarren - FPWC - OHFA ERA - Not homeless dedicated","",2020-04-23,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-04-02 02:08:19,"30",,"42412"
"756","55","Warren - FPWC - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 12:55:04,"227",,"42412"
"981","55","zzWarren - FPWC - ESG-CV - HP","",2020-10-01,2022-12-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-12-05 14:50:28,"30",,"42412"
"982","55","zzWarren - FPWC - ESG-CV - RRH","",2020-10-01,2022-12-01,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-12-05 14:50:41,"227",,"42412"
"74","56","Athens - Good Works - Timothy House  - ES","Athens Timothy House",2005-06-07,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-09 13:24:05,"227",,"42412"
"71","57","Wayne - Salvation Army Wooster - Salvation Army Shelter - ES","Wayne Salvation Army Shelter",2005-05-31,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:14:26,"30",,"42412"
"782","57","Wayne - Salvation Army Wooster - Severe Weather Shelter - ES","Wayne - Severe Weather Shelter",2019-10-01,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-12-02 16:40:29,"27",,"42412"
"77","58","Ashtabula - Ashtabula Homeless Shelter - Samaritan House - ES","Ashtabula Samaritan House",2005-06-21,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-19 15:51:52,"27",,"42412"
"82","59","Fairfield - Lancaster Fairfield CAA - Lancaster Fairfield CAA Family Shelter - ES","Fairfield Lancaster-Fairfield CAA - Family Shelter",2005-08-16,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:16:49,"30",,"42412"
"201","59","Fairfield - Lancaster Fairfield CAA - HCRP RRH","Fairfield Lancaster Fairfield CAA - HCRP RRH",2012-12-14,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:49:24,"424",,"42412"
"202","59","Fairfield - Lancaster Fairfield CAA - HCRP HP","",2012-12-14,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-04 15:36:20,"227",,"42412"
"418","59","Fairfield - Lancaster Fairfield CAA - Pearl - PSH","Fairfield Pearl House",2014-10-01,,1,3,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 14:15:49,"605",,"42412"
"420","59","Fairfield - Lancaster Fairfield CAA - Rutherford - PSH","Fairfield Rutherford House",2014-06-17,,1,3,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 14:16:32,"605",,"42412"
"546","59","Fairfield - Lancaster Fairfield CAA - Pearl - Not Homeless Dedicated","",2015-10-01,,0,7,,,,4,2,,2021-06-01 00:00:00,2023-10-01 15:54:09,"605",,"42412"
"971","59","zzFairfield - Lancaster Fairfield CAA - TANF HP","",2020-09-08,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2024-10-03 17:17:01,"227",,"42412"
"972","59","zzFairfield - Lancaster Fairfield CAA - TANF RRH","",2020-09-08,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-12-18 14:07:53,"424",,"42412"
"1006","59","Fairfield - Lancaster Fairfield CAA - ODH - ES Overflow","",2020-11-01,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-03-27 16:47:06,"227",,"42412"
"1007","59","Fairfield - Lancaster Fairfield CAA - ODH - SO","",2020-11-01,,1,4,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:13:48,"27",,"42412"
"1008","59","zzFairfield - Lancaster Fairfield CAA - ODH Youth RRH","",2020-11-01,2023-09-14,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-02-07 14:18:07,"227",,"42412"
"1012","59","Fairfield - Lancaster Fairfield CAA - HASFY - ODH - SSO","",2020-11-01,,1,6,,,0,4,2,,2021-06-01 00:00:00,2023-10-01 12:56:05,"227",,"42412"
"1191","59","Fairfield - Lancaster Fairfield CAA - HASFY - ODH - HP","",2023-06-01,,1,12,,,,4,2,,2023-07-10 13:16:36,2023-10-01 12:59:15,"227",,"42412"
"1258","59","Fairfield - Lancaster Fairfield CAA - HASFY - YHDP SSO SO","",2024-10-01,,1,4,,,,4,2,,2024-10-17 16:54:44,2024-11-05 16:43:31,"227",,"42412"
"80","60","Lorain - Neighborhood Alliance - Haven Center - ES","Lorain The Haven Center",2005-07-21,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:17:41,"30",,"42412"
"434","60","Lorain - Neighborhood Alliance - PATH Street Outreach","",2014-12-19,,1,4,,,,4,2,,2021-06-01 00:00:00,2023-10-01 11:15:39,"27",,"42412"
"435","60","Lorain - Neighborhood Alliance - PATH Services Only","",2014-12-19,,1,6,,,0,4,2,,2021-06-01 00:00:00,2024-08-15 11:36:03,"251",,"42412"
"990","60","zzLorain - Neighborhood Alliance - Lorain County Men's Warming Center - ES","",2021-02-05,2022-04-15,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-12-01 13:06:23,"424",,"42412"
"997","60","zzLorain - Neighborhood Alliance - Lorain County Women's Warming Center - ES","",2021-02-05,2022-04-15,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-12-01 13:07:33,"424",,"42412"
"1136","60","Lorain - Neighborhood Alliance - Substance Use Disorder Position - SSO","",2021-11-01,,1,6,,,0,4,0,,2022-02-28 10:43:16,2023-10-01 13:03:43,"227",,"42412"
"1184","60","Lorain - Neighborhood Alliance - Motels - ES Overflow","",2023-01-01,,1,0,3,,,4,2,,2023-03-08 18:07:08,2024-04-23 15:02:22,"424",,"42412"
"1189","60","Lorain - Neighborhood Alliance - Family Promise - HP","",2023-05-01,,1,12,,,,4,0,,2023-06-21 14:19:29,2023-10-01 13:04:06,"227",,"42412"
"75","61","Pike - Pike County Outreach Council of Churches - Bridgehaven Shelter - ES","Pike Bridgehaven Shelter",2005-06-13,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:19:24,"30",,"42412"
"73","62","Huron - CAC of Erie, Huron & Richland Counties - Norwalk Homeless Shelter - ES","Huron Norwalk Homeless Shelter",2005-06-07,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:20:22,"30",,"42412"
"72","63","Butler - Hope House Rescue Mission - Hope House - ES","Butler Hope House",2005-06-06,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:20:49,"30",,"42412"
"141","63","Butler - Hope House Rescue Mission - Center of Hope - ES","Butler Center of Hope",2010-09-09,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:21:11,"30",,"42412"
"472","63","Butler - Hope House Rescue Mission - Hope House - HCRP HP","",2015-09-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:04:48,"227",,"42412"
"473","63","Butler - Hope House Rescue Mission - Center of Hope - HCRP HP","",2015-09-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:05:22,"227",,"42412"
"1170","63","Butler - Hope House Rescue Mission - Grove Street PSH - PSH","",2020-02-20,,1,3,1,,,4,2,,2023-01-25 11:02:13,2023-10-09 13:25:38,"227",,"42412"
"84","64","Butler - Serve City - Chosen - ES","Butler Chosen",2005-09-26,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-08-13 16:11:36,"30",,"42412"
"974","64","Butler - Serve City - Overnight Shelter Program - ES","",2021-01-01,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-08-13 16:11:37,"30",,"42412"
"1157","64","Butler - Serve City - Transitional Housing Units - TH","",2011-10-01,,1,2,2,,,4,0,,2022-08-19 15:03:07,2024-01-02 13:54:58,"424",,"42412"
"76","65","Highland - Highland County Homeless Shelter - ES","Highland County Homeless Shelter",2005-06-13,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-05-22 08:54:12,"415",,"42412"
"184","66","Lorain - Nord Center - HCRP RRH","",2012-12-14,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 13:54:51,"424",,"42412"
"248","66","Lorain - Nord Center - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:06:46,"227",,"42412"
"790","66","zzLorain - Nord Center - TANF HP","",2020-05-01,2022-06-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-30 10:39:06,"424",,"42412"
"791","66","zzLorain - Nord Center - TANF RRH","",2020-05-01,2022-06-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 10:40:13,"424",,"42412"
"792","66","zzLorain - Nord Center - OHFA ERA - not homeless dedicated","",2020-04-13,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-04-02 03:14:04,"30",,"42412"
"825","66","zzLorain - Nord Center - ESG-CV RRH","",2020-08-17,2022-10-24,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-08 17:35:19,"227",,"42412"
"826","66","zzLorain - Nord Center - ESG-CV HP","",2020-08-17,2022-09-22,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-08 17:36:44,"227",,"42412"
"86","67","zzClermont - Clermont County Community Services - James Saul's - ES","Clermont County Community Services",2005-11-10,2022-07-27,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-05-01 15:12:53,"27",,"42412"
"223","67","Clermont - Clermont County Community Services - HCRP RRH","Clermont County Community Services HCRP RRH",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 15:56:05,"424",,"42412"
"225","67","Clermont - Clermont County Community Services - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:08:38,"227",,"42412"
"820","67","Clermont - Clermont County Community Services - ES Overflow","",2020-10-01,,1,0,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:23:59,"30",,"42412"
"983","67","zzClermont - Clermont County Community Services - ESG-CV - RRH","",2020-10-01,2022-03-25,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-25 16:41:35,"227",,"42412"
"984","67","zzClermont - Clermont County Community Services - ESG-CV - HP","",2020-10-01,2022-03-25,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-25 16:38:58,"227",,"42412"
"457","68","Shelby - Community Housing of Darke, Miami and Shelby Counties, Inc. - Hotel Voucher ES","Shelby Hotel/Motel Overflow Voucher",2015-01-01,,1,0,3,,,4,2,,2021-06-01 00:00:00,2023-10-09 13:34:09,"227",,"42412"
"538","68","Darke - Community Housing of Darke, Miami, and Shelby Counties, Inc. - ES Overflow","",2018-01-01,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-09 13:34:44,"227",,"42412"
"89","69","Jefferson - Urban Mission Ministries - Hutton House - ES","Jefferson Hutton House",2006-01-13,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:19:36,"605",,"42412"
"396","69","Jefferson - Urban Mission Dormitory - ES","Jefferson - Urban Mission Dormitory",2013-11-25,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:20:42,"605",,"42412"
"504","69","zzJefferson - Urban Mission Ministries - War Memorial Women & Children's Shelter - ES","Jefferson War Memorial ES",2023-09-30,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-03-05 11:38:59,"227",,"42412"
"1135","69","Jefferson - Urban Mission Ministries - Martha Manor - ES","Jefferson Martha Manor",2022-03-08,,1,0,1,,,4,0,,2022-02-25 16:33:47,2023-10-01 16:21:21,"605",,"42412"
"102","70","Preble - Home is the Foundation - Homelessness Prevention - HP","",2007-07-06,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:09:50,"227",,"42412"
"449","70","Preble - Home is the Foundation - ES","",2015-01-01,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:21:59,"605",,"42412"
"451","70","Preble - Home is the Foundation - Cold Shelter - ES","Preble Cold Shelter",2014-11-01,,1,0,1,,,4,2,,2021-06-01 00:00:00,2024-12-02 16:31:20,"27",,"42412"
"989","70","Preble - Home is the Foundation - HCRP - RRH","",2021-01-01,,1,13,1,2,,4,2,,2021-06-01 00:00:00,2023-10-01 15:14:35,"30",,"42412"
"1117","70","zzPreble - Home is the Foundation - OHFA ERA - not homeless dedicated","",2021-04-01,2022-09-30,0,7,,,,4,2,,2021-11-12 17:36:35,2024-04-02 03:09:09,"30",,"42412"
"1169","70","zzPreble - Home is the Foundation - ESG-CV HP","",2022-10-01,2023-09-30,1,12,,,,4,0,,2022-11-17 13:01:36,2023-10-05 09:43:26,"227",,"42412"
"91","72","Delaware - The Salvation Army - Permanent Supportive Housing for Families - PSH","Delaware - Salvation Army PSH",2006-05-17,,1,3,3,,,4,2,,2021-06-01 00:00:00,2023-10-01 14:17:18,"605",,"42412"
"163","72","Union - Salvation Army Columbus Area Services - Senior Assistance Program - HP","",2011-05-05,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:14:19,"227",,"42412"
"246","72","Delaware - Salvation Army Columbus Area Services - HCRP RRH","Delaware- Salvation Army - HCRP RRH",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 15:58:55,"424",,"42412"
"247","72","Delaware - Salvation Army Columbus Area Services - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:14:56,"227",,"42412"
"252","72","Union - Salvation Army Columbus Area Services - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:15:18,"227",,"42412"
"253","72","Union - Salvation Army Columbus Area Services - HCRP RRH","Union Salvation Army of Central Ohio - HCRP RRH",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 15:59:33,"424",,"42412"
"254","72","Morrow - Salvation Army Columbus Area Services - HCRP RRH","Morrow Salvation Army - HCRP RRH",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-08 13:50:45,"424",,"42412"
"256","72","Morrow - Salvation Army Columbus Area Services - HCRP HP","",2012-12-28,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:16:17,"227",,"42412"
"258","72","Madison - Salvation Army Columbus Area Services - HCRP RRH","Madison- Salvation Army in Central Ohio - HCRP RRH",2012-12-28,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:00:16,"424",,"42412"
"400","72","Delaware - Salvation Army Columbus Area Services - SSVF RRH","Delaware The Salvation Army SSVF RRH",2014-01-08,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2024-04-24 16:12:35,"424",,"42412"
"401","72","Delaware - Salvation Army Columbus Area Services - SSVF HP","",2014-01-08,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:16:49,"227",,"42412"
"494","72","Delaware - Salvation Army Columbus Area Services - Youth Counts - HCRP - HP","",2016-12-15,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:17:37,"227",,"42412"
"778","72","zzDelaware Morrow Union Madison - Salvation Army - OHFA ERA - not homeless dedicated","",2020-04-01,2022-09-30,0,7,,,,4,2,,2021-06-01 00:00:00,2024-06-26 14:36:17,"27",,"42412"
"800","72","zzDelaware - Salvation Army Columbus Area Services - Region 10 Youth Targeted RRH","Delaware Region 10 Youth Targeted RRH",2020-01-01,2022-12-31,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-03-16 12:41:45,"227",,"42412"
"901","72","zzDelaware - Salvation Army Columbus Area Services - ESG-CV HP","Salvation Army Columbus Area Services - ESG-CV HP",2020-06-23,2022-11-30,1,12,,,,4,2,,2021-06-01 00:00:00,2023-11-10 13:19:43,"227",,"42412"
"902","72","zzDelaware - Salvation Army Columbus Area Services - ESG-CV RRH","Salvation Army Columbus Area Services - ESG-CV RRH",2020-10-01,2022-12-29,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-10 13:26:04,"227",,"42412"
"213","73","Marion - Ohio Heartland CAC - HCRP RRH","",2012-12-27,,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-10-01 15:18:48,"30",,"42412"
"214","73","Marion - Ohio Heartland CAC - HCRP HP","",2012-12-27,,1,12,,,,4,2,,2021-06-01 00:00:00,2023-10-01 13:19:57,"227",,"42412"
"838","73","zzMarion - Ohio Heartland CAC - Youth Targeted RRH","",2020-01-01,2022-09-30,1,13,3,2,,4,2,,2021-06-01 00:00:00,2023-11-30 08:48:39,"424",,"42412"
"1115","73","zzMarion - Ohio Heartland CAC - ESG-CV HP","",2020-08-11,2022-09-23,1,12,,,,4,0,,2021-10-28 12:20:12,2023-11-08 18:19:18,"227",,"42412"
"1116","73","zzMarion - Ohio Heartland CAC - ESG-CV RRH","",2021-06-01,2022-09-07,1,13,3,2,,4,0,,2021-10-28 12:27:31,2023-11-08 18:10:28,"227",,"42412"
"92","74","Tuscarawas - Friends of the Homeless - Tuscarawas County Shelter - ES","Tuscarawas County Shelter",2006-08-11,,1,0,1,,,4,2,,2021-06-01 00:00:00,2023-10-01 16:26:12,"605",,"42412"
